experiment_id,provider,stock_id,category,search_query,page_url,used_at
20260819T224223Z-57fec0,pexels,27807353,dark_feminine,adult woman elegant bikini luxury pool night,https://www.pexels.com/video/a-statue-of-a-woman-holding-a-large-bowl-27807353/,2026-08-19T22:43:31.554713+00:00
20260819T224223Z-57fec0,pexels,9864562,dubai,dubai night luxury dark,https://www.pexels.com/video/illuminated-skyscraper-at-night-9864562/,2026-08-19T22:43:31.554726+00:00
20260819T224223Z-57fec0,pexels,18962713,supercar,supercar tunnel night cinematic,https://www.pexels.com/video/chicago-18962713/,2026-08-19T22:43:31.554733+00:00
20260819T224223Z-57fec0,pexels,32779590,supercar,black supercar night,https://www.pexels.com/video/sleek-blue-supercar-parked-on-city-street-32779590/,2026-08-19T22:43:31.554740+00:00
20260819T224223Z-57fec0,pexels,8345041,business,man suit black luxury,https://www.pexels.com/video/man-calling-someone-on-the-phone-8345041/,2026-08-19T22:43:31.554746+00:00
20260819T224223Z-57fec0,pexels,6873503,supercar,black supercar night,https://www.pexels.com/video/shiny-black-car-6873503/,2026-08-19T22:43:31.554753+00:00
20260819T224223Z-57fec0,pexels,29963215,dark_feminine,adult woman short evening dress supercar night,https://www.pexels.com/video/woman-celebrating-birthday-with-cupcake-candles-29963215/,2026-08-19T22:43:31.554759+00:00
20260819T224223Z-57fec0,pexels,34867895,hotel,luxury lobby low light,https://www.pexels.com/video/majestic-dome-of-parisi-udvar-budapest-34867895/,2026-08-19T22:43:31.554766+00:00
20260820T073600Z-0883a8,pexels,11267671,watch,watch wrist dark luxury,https://www.pexels.com/video/close-up-on-moving-clock-hands-11267671/,2026-08-20T07:37:00.144267+00:00
20260820T073600Z-0883a8,pexels,18514372,business,businessman night cinematic,https://www.pexels.com/video/traveler-with-a-suitcase-18514372/,2026-08-20T07:37:00.144281+00:00
20260820T073600Z-0883a8,pexels,30197413,nightlife,dark luxury nightlife,https://www.pexels.com/video/artistic-black-and-white-cocktail-pouring-scene-30197413/,2026-08-20T07:37:00.144289+00:00
20260820T073600Z-0883a8,pexels,7608915,business,wealthy man dark luxury,https://www.pexels.com/video/fancy-woman-at-a-bar-7608915/,2026-08-20T07:37:00.144296+00:00
20260820T073600Z-0883a8,pexels,36431050,dark_feminine,adult woman black dress luxury night,https://www.pexels.com/video/elegant-woman-using-phone-in-hotel-room-36431050/,2026-08-20T07:37:00.144302+00:00
20260820T073600Z-0883a8,pexels,35168475,private_jet,private jet night luxury,https://www.pexels.com/video/private-jets-and-shuttle-bus-on-airport-tarmac-35168475/,2026-08-20T07:37:00.144309+00:00
20260820T073600Z-0883a8,pexels,35747920,hotel,luxury lobby low light,https://www.pexels.com/video/elegant-hotel-interior-with-escalator-and-art-35747920/,2026-08-20T07:37:00.144314+00:00
20260820T073600Z-0883a8,pexels,34719386,watch,expensive watch low light,https://www.pexels.com/video/counting-cash-at-desk-for-financial-planning-34719386/,2026-08-20T07:37:00.144320+00:00
20260820T073600Z-0883a8,pexels,28245283,restaurant,fine dining low light cinematic,https://www.pexels.com/video/a-person-pouring-wine-into-a-glass-on-a-bar-28245283/,2026-08-20T07:37:00.144326+00:00
20260820T073600Z-0883a8,pexels,10380577,dark_feminine,adult woman short evening dress supercar night,https://www.pexels.com/video/woman-in-jacket-leaning-on-car-at-night-10380577/,2026-08-20T07:37:00.144331+00:00
20260820T073600Z-0883a8,pexels,35128721,dubai,dubai rooftop night cinematic,https://www.pexels.com/video/vibrant-cityscape-at-night-with-skyscrapers-35128721/,2026-08-20T07:37:00.144337+00:00
20260820T073600Z-0883a8,pexels,18824881,private_jet,luxury aviation night,https://www.pexels.com/video/sky-view-airplane-plane-windows-windows-seat-coolplaces4k-air-sky-18824881/,2026-08-20T07:37:00.144343+00:00
20260820T073600Z-0883a8,pexels,19816804,dubai,dubai rooftop night cinematic,https://www.pexels.com/video/the-freeways-against-the-skyscrapers-at-night-19816804/,2026-08-20T07:37:00.144348+00:00
20260820T073600Z-0883a8,pexels,7608982,business,wealthy man dark luxury,https://www.pexels.com/video/man-smoking-at-a-bar-7608982/,2026-08-20T07:37:00.144354+00:00
20260820T073600Z-0883a8,pexels,36201517,dubai,dubai supercar night,https://www.pexels.com/video/stunning-night-view-of-burj-khalifa-skyscraper-36201517/,2026-08-20T07:37:00.144359+00:00
20260820T073600Z-0883a8,pixabay,134548,dark_feminine,adult woman elegant bikini luxury pool night,https://pixabay.com/videos/id-134548/,2026-08-20T07:37:00.144364+00:00
20260820T073600Z-0883a8,pexels,37594553,business,businessman night cinematic,https://www.pexels.com/video/vibrant-night-train-view-of-tokyo-s-cityscape-37594553/,2026-08-20T07:37:00.144369+00:00
20260820T105539Z-0cf750,pexels,6326861,cash,counting hundred dollar bills dark,https://www.pexels.com/video/man-counting-banknotes-6326861/,2026-08-20T10:57:03.853966+00:00
20260820T105539Z-0cf750,pixabay,39863,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-39863/,2026-08-20T10:57:03.853984+00:00
20260820T105539Z-0cf750,pexels,7820503,hotel,five star hotel lobby dark,https://www.pexels.com/video/a-hotel-receptionist-talking-on-the-telephone-7820503/,2026-08-20T10:57:03.853994+00:00
20260820T105539Z-0cf750,pexels,31150451,private_jet,private jet runway night,https://www.pexels.com/video/private-jet-on-tarmac-in-arizona-airport-31150451/,2026-08-20T10:57:03.854002+00:00
20260820T105539Z-0cf750,pexels,6693624,cash,counting hundred dollar bills dark,https://www.pexels.com/video/man-calculating-his-money-6693624/,2026-08-20T10:57:03.854010+00:00
20260820T105539Z-0cf750,pixabay,158531,watch,luxury watch macro black,https://pixabay.com/videos/id-158531/,2026-08-20T10:57:03.854017+00:00
20260820T105539Z-0cf750,pexels,34867907,hotel,five star hotel lobby dark,https://www.pexels.com/video/elegant-interior-of-parisi-udvar-hotel-budapest-34867907/,2026-08-20T10:57:03.854023+00:00
20260820T105539Z-0cf750,pexels,27155341,cash,counting hundred dollar bills dark,https://www.pexels.com/video/man-and-money-27155341/,2026-08-20T10:57:03.854029+00:00
20260820T105539Z-0cf750,pexels,38413547,villa,modern villa night luxury,https://www.pexels.com/video/luxury-villa-with-infinity-pool-and-wooden-deck-38413547/,2026-08-20T10:57:03.854036+00:00
20260820T105539Z-0cf750,pexels,29797321,hotel,luxury hotel suite night,https://www.pexels.com/video/luxurious-canopy-bed-in-elegant-hotel-room-29797321/,2026-08-20T10:57:03.854043+00:00
20260820T105539Z-0cf750,pexels,6266655,cash,cash stacks black background,https://www.pexels.com/video/stacks-of-money-scattered-on-a-table-6266655/,2026-08-20T10:57:03.854050+00:00
20260820T105539Z-0cf750,pexels,37694695,villa,modern villa night luxury,https://www.pexels.com/video/modern-luxury-villa-with-tropical-design-37694695/,2026-08-20T10:57:03.854057+00:00
20260820T105539Z-0cf750,pexels,6266251,cash,counting hundred dollar bills dark,https://www.pexels.com/video/a-person-counting-dollar-bills-6266251/,2026-08-20T10:57:03.854064+00:00
20260820T105539Z-0cf750,pexels,34867881,hotel,five star hotel lobby dark,https://www.pexels.com/video/elegant-interior-of-parisi-udvar-hotel-in-budapest-34867881/,2026-08-20T10:57:03.854070+00:00
20260820T105539Z-0cf750,pixabay,152184,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-152184/,2026-08-20T10:57:03.854077+00:00
20260820T105539Z-0cf750,pixabay,144660,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-144660/,2026-08-20T10:57:03.854083+00:00
20260820T105539Z-0cf750,pexels,35167311,villa,modern villa night luxury,https://www.pexels.com/video/aerial-view-of-scenic-mountain-villa-35167311/,2026-08-20T10:57:03.854089+00:00
20260821T073725Z-513e3b,pexels,34867891,hotel,dark marble hotel interior,https://www.pexels.com/video/elegant-interior-of-parisi-udvar-hotel-budapest-34867891/,2026-08-21T07:38:29.254379+00:00
20260821T073725Z-513e3b,pexels,6700011,cash,counting hundred dollar bills dark,https://www.pexels.com/video/a-person-counting-money-6700011/,2026-08-21T07:38:29.254392+00:00
20260821T073725Z-513e3b,pixabay,15604,watch,expensive watch low light,https://pixabay.com/videos/id-15604/,2026-08-21T07:38:29.254400+00:00
20260821T073725Z-513e3b,pexels,6590514,cash,cash stacks black background,https://www.pexels.com/video/us-dollar-bills-on-display-6590514/,2026-08-21T07:38:29.254406+00:00
20260821T073725Z-513e3b,pixabay,15629,watch,Rolex watch dark cinematic,https://pixabay.com/videos/id-15629/,2026-08-21T07:38:29.254412+00:00
20260821T073725Z-513e3b,pexels,37539550,villa,modern villa night luxury,https://www.pexels.com/video/aerial-view-of-eco-friendly-luxury-villa-37539550/,2026-08-21T07:38:29.254417+00:00
20260821T073725Z-513e3b,pexels,29470443,private_jet,luxury jet interior cinematic,https://www.pexels.com/video/private-jet-at-sunset-on-arizona-runway-29470443/,2026-08-21T07:38:29.254423+00:00
20260821T073725Z-513e3b,pexels,12976045,watch,expensive watch low light,https://www.pexels.com/video/moving-watch-hands-12976045/,2026-08-21T07:38:29.254429+00:00
20260821T073725Z-513e3b,pexels,6266433,cash,cash stacks black background,https://www.pexels.com/video/close-up-shot-of-man-counting-money-6266433/,2026-08-21T07:38:29.254434+00:00
20260821T073725Z-513e3b,pexels,30058553,private_jet,private jet runway night,https://www.pexels.com/video/private-jet-on-tarmac-at-sunset-30058553/,2026-08-21T07:38:29.254440+00:00
20260821T073725Z-513e3b,pixabay,135728,supercar,black Lamborghini night cinematic,https://pixabay.com/videos/id-135728/,2026-08-21T07:38:29.254446+00:00
20260821T073725Z-513e3b,pexels,6624826,cash,cash stacks black background,https://www.pexels.com/video/hand-holding-banknotes-6624826/,2026-08-21T07:38:29.254451+00:00
20260821T073725Z-513e3b,pexels,38413572,villa,modern villa night luxury,https://www.pexels.com/video/luxury-tropical-villa-with-poolside-deck-38413572/,2026-08-21T07:38:29.254457+00:00
20260821T073725Z-513e3b,pexels,6266255,cash,money safe dark cinematic,https://www.pexels.com/video/hands-putting-dollar-bills-stacks-in-briefcase-6266255/,2026-08-21T07:38:29.254463+00:00
20260821T073725Z-513e3b,pexels,34867913,hotel,dark marble hotel interior,https://www.pexels.com/video/elegant-cocktail-in-a-grand-budapest-hotel-lobby-34867913/,2026-08-21T07:38:29.254468+00:00
20260821T073725Z-513e3b,pexels,4836776,cash,cash stacks black background,https://www.pexels.com/video/person-counting-a-money-4836776/,2026-08-21T07:38:29.254474+00:00
20260821T073725Z-513e3b,pexels,34812171,villa,modern villa night luxury,https://www.pexels.com/video/modern-villa-with-pool-and-garden-aerial-view-34812171/,2026-08-21T07:38:29.254479+00:00
